Localidade	Ano	Cursos Presenciais/Federal	Cursos Presenciais/Estadual	Cursos Presenciais/Municipal	Cursos Presenciais/Particular	Cursos Presenciais/Comunitária, Confessional ou Filantrópica	Educação Profissional/Estadual	Educação Profissional/Federal	Educação Profissional/Municipal	Educação Profissional/Particular	Ensino Médio/Estadual	Ensino Médio/Federal	Ensino Médio/Municipal	Ensino Médio/Particular	EJA/Municipal	EJA/Estadual	EJA/Federal	EJA/Particular
Silvânia	2016										409			385	11	92		
Silvânia	2017										384			386	7	90		
Silvânia	2018						26	0	0	0	350	0	0	375	8	99	0	0
Simolândia	2002										293				122	139		
Simolândia	2003										283				56	289		
Simolândia	2004										286				66	398		
Simolândia	2005										341				47	308		
Simolândia	2006										416				37	257		
Simolândia	2007										358				30	128		
Simolândia	2008										365				24	57		
Simolândia	2009										331							
Simolândia	2010						 	 	 	 	294	 	 	 	14	 	 	 
Simolândia	2011										275				37	12		
Simolândia	2012										279					25		
Simolândia	2013										322					18		
Simolândia	2014										330					22		
Simolândia	2015										274					36		
Simolândia	2016										245					33		
Simolândia	2017										209					60		
Simolândia	2018						0	0	0	0	276	0	0	0	0	83	0	0
Sítio d'Abadia	2002										91					62		
Sítio d'Abadia	2003										128					63		
Sítio d'Abadia	2004										133					62		
Sítio d'Abadia	2005										115							
Sítio d'Abadia	2006										144					46		
Sítio d'Abadia	2007										88					9		
Sítio d'Abadia	2008										109					10		
Sítio d'Abadia	2009										120							
Sítio d'Abadia	2010						 	 	 	 	112	 	 	 	 	 	 	 
Sítio d'Abadia	2011										138							
Sítio d'Abadia	2012										124							
Sítio d'Abadia	2013										88							
Sítio d'Abadia	2014										88							
Sítio d'Abadia	2015										124							
Sítio d'Abadia	2016										110							
Sítio d'Abadia	2017										82					24		
Sítio d'Abadia	2018						0	0	0	0	91	0	0	0	0	22	0	0
Taquaral de Goiás	2002										153				321	24		
Taquaral de Goiás	2003										173				168	48		
Taquaral de Goiás	2004										175				104			
Taquaral de Goiás	2005										186				120			
Taquaral de Goiás	2006										179				115			
Taquaral de Goiás	2007										157				21			
Taquaral de Goiás	2008										149				59			
Taquaral de Goiás	2009										164				55			
Taquaral de Goiás	2010						 	 	 	 	175	 	 	 	50	 	 	 
Taquaral de Goiás	2011										181				34			
Taquaral de Goiás	2012										148							
Taquaral de Goiás	2013										138							
Taquaral de Goiás	2014										146							
Taquaral de Goiás	2015										142							
Taquaral de Goiás	2016										126							
Taquaral de Goiás	2017										108					9		
Taquaral de Goiás	2018						0	0	0	0	112	0	0	0	0	14	0	0
Teresina de Goiás	2002										105							
Teresina de Goiás	2003										124				39			
Teresina de Goiás	2004										145				40			
Teresina de Goiás	2005										192				58			
Teresina de Goiás	2006										181				78			
Teresina de Goiás	2007										195				85			
Teresina de Goiás	2008										134				72			
Teresina de Goiás	2009										177				12			
Teresina de Goiás	2010						 	 	 	 	147	 	 	 	189	 	 	 
Teresina de Goiás	2011										155				172			
Teresina de Goiás	2012										132							
Teresina de Goiás	2013										120							
Teresina de Goiás	2014										130							
Teresina de Goiás	2015										153							
Teresina de Goiás	2016										161							
Teresina de Goiás	2017										122					14		
Teresina de Goiás	2018						0	0	0	0	113	0	0	0	0	13	0	0
Terezópolis de Goiás	2002										194							
Terezópolis de Goiás	2003										187							
Terezópolis de Goiás	2004										219							
Terezópolis de Goiás	2005										242							
Terezópolis de Goiás	2006										306							
Terezópolis de Goiás	2007										311							
Terezópolis de Goiás	2008										305							
Terezópolis de Goiás	2009										324							
Terezópolis de Goiás	2010						 	 	 	 	314	 	 	 	 	 	 	 
Terezópolis de Goiás	2011										353							
Terezópolis de Goiás	2012										283							
Terezópolis de Goiás	2013										310							
Terezópolis de Goiás	2014										277							
Terezópolis de Goiás	2015										253							
Terezópolis de Goiás	2016										246							
Terezópolis de Goiás	2017										250					18		
Terezópolis de Goiás	2018						0	0	0	0	240	0	0	0	0	85	0	0
Três Ranchos	2002										115					81		
Três Ranchos	2003										149					67		
Três Ranchos	2004										138					58		
Três Ranchos	2005										146					42		
Três Ranchos	2006										131					16		
Três Ranchos	2007										105					11		
Três Ranchos	2008										109							
Três Ranchos	2009										155							
Três Ranchos	2010						 	 	 	 	134	 	 	 	 	 	 	 
Três Ranchos	2011										111							
Três Ranchos	2012										100							
Três Ranchos	2013										112							
Três Ranchos	2014										97							
Três Ranchos	2015										111							
Três Ranchos	2016										93							
Três Ranchos	2017										95							
Três Ranchos	2018						0	0	0	0	78	0	0	0	0	0	0	0
Trindade	2002		251		523						3206			503	119	1126		837
Trindade	2003		449		680						3175			581	170	1618		968
Trindade	2004		533		1011					92	3277			736	100	2211		786
Trindade	2005		523		896					37	3392			669	145	1935		491
Trindade	2006		349		712						3671			550		1610		210
Trindade	2007		218		642						3625			384		1554		50
Trindade	2008		217		866						3526			343		1236		56
Trindade	2009		220		1021						3563			249		928		
Trindade	2010		221		1332		 	 	 	 	3714	 	 	200	 	1107	 	 
Trindade	2011		209		1880						3657			274		832		
Trindade	2012		222		2078						3788			280		755		14
Trindade	2013		212		2158						3768			257		561		
Trindade	2014										3911			233	65	739		
Trindade	2015							1084			3889	221		254	148	883		
Trindade	2016						12	634			4036	280		217	167	1011		
Trindade	2017							382			3509	307		196	231	1284		
Trindade	2018						0	396	0	0	3878	321	0	225	253	1536	0	0
Trombas	2002										244							
Trombas	2003										235							
Trombas	2004										238				18			
Trombas	2005										218							
Trombas	2006										227							
Trombas	2007										205				20			
Trombas	2008										199				20			
Trombas	2009										170							
Trombas	2010						 	 	 	 	176	 	 	 	 	 	 	 
Trombas	2011										195							
Trombas	2012										184							
Trombas	2013										146							
Trombas	2014										122							
Trombas	2015										99							
Trombas	2016										114							
Trombas	2017										113					13		
Trombas	2018						0	0	0	0	135	0	0	0	0	10	0	0
Turvânia	2002										245					70		
Turvânia	2003										245					73		
Turvânia	2004										250					56		
Turvânia	2005										264					18		
Turvânia	2006										277							
Turvânia	2007										213					19		
Turvânia	2008										205					17		
Turvânia	2009										208							
Turvânia	2010						 	 	 	 	248	 	 	 	 	 	 	 
Turvânia	2011										240							
Turvânia	2012										200							
Turvânia	2013										158							
Turvânia	2014										150							
Turvânia	2015										187							
Turvânia	2016										162				13			
Turvânia	2017										134				16			
Turvânia	2018						0	0	0	0	144	0	0	0	0	9	0	0
Turvelândia	2002										188				90			
Turvelândia	2003										235				57			
Turvelândia	2004										235				62			
Turvelândia	2005										223				46			
Turvelândia	2006										202				80			
Turvelândia	2007										185				53			
Turvelândia	2008										161				70			
Turvelândia	2009										197				81			
Turvelândia	2010						 	 	 	 	224	 	 	 	70	 	 	 
Turvelândia	2011										179				89			
Turvelândia	2012										198				68			
Turvelândia	2013										195				55			
Turvelândia	2014										188				37			
Turvelândia	2015										192				48			
Turvelândia	2016										216				45			
Turvelândia	2017										193				38	19		
Turvelândia	2018						0	0	0	0	191	0	0	0	18	30	0	0
Uirapuru	2002										224				98			
Uirapuru	2003										192				55			
Uirapuru	2004									41	174				40			
Uirapuru	2005									72	142					29		
Uirapuru	2006									125	111				58	34		
Uirapuru	2007										162			49	39	18		
Uirapuru	2008										146			44	27	8		
Uirapuru	2009										163			28	31			
Uirapuru	2010						 	 	 	 	147	 	 	31	61	17	 	 
Uirapuru	2011										140			32	62	14		
Uirapuru	2012										113			31		11		
Uirapuru	2013										126			48		10		
Uirapuru	2014										121			80				
Uirapuru	2015									93	117			93				
Uirapuru	2016									115	113			115				
Uirapuru	2017									101	84			101		26		
Uirapuru	2018						0	0	0	90	103	0	0	90	0	19	0	0
Uruaçu	2002		769								2094			116	335	731		
Uruaçu	2003		757								1810			96	343	864		
Uruaçu	2004		815								1774			116	316	964		
Uruaçu	2005		701								1550			109	421	935		
Uruaçu	2006		601								1572			135	409	963		
Uruaçu	2007		649		157						1535			159	324	795		
Uruaçu	2008		567		332						1460			164	324	793		
Uruaçu	2009	63	528		434			101			1367	55		118	291	681	42	
Uruaçu	2010	112	479		627		 	90	 	 	1355	123	 	115	192	593	71	 
Uruaçu	2011	125	523		691			94			1417	210		103		661	74	
Uruaçu	2012	181	428		680			94			1333	244		140		514	87	
Uruaçu	2013	217	465		780			43			1314	278		155		466	95	
Uruaçu	2014							1			1366	305		165	57	479	94	
Uruaçu	2015							415			1372	258		197	66	487	93	
Uruaçu	2016						35	326			1254	243		180	72	458	83	
Uruaçu	2017						35	410			1156	283		176		530	101	
Uruaçu	2018						20	390	0	0	1076	279	0	179	10	531	111	0
Uruana	2002										635				32	162		
Uruana	2003										613					237		
Uruana	2004										599			24	24	186		
Uruana	2005										531			49		97		
Uruana	2006										525			49	17	112		
Uruana	2007										535			47	12	90		
Uruana	2008										534			49	8	118		
Uruana	2009										534			40		137		
Uruana	2010						 	 	 	 	534	 	 	36	 	154	 	 
Uruana	2011										490			40		104		
Uruana	2012										428			50		61		
Uruana	2013										367			52	20	71		
Uruana	2014										358			37	40	57		
Uruana	2015									40	467			40	25	78		
Uruana	2016						60				443			32	8	117		
Uruana	2017						111				387			28		197		
Uruana	2018						48	0	0	0	397	0	0	22	0	176	0	0
Urutaí	2002	220									180	178				62		
Urutaí	2003	252									165	199				222		
Urutaí	2004	278						471			185	178				143		
Urutaí	2005	303						596			172	221				59		
Urutaí	2006	273						447			193	204				53		
Urutaí	2007	293						574			191	223				42	12	
Urutaí	2008	530						452			132	202				27	17	
Urutaí	2009	491						325			81	230				14	36	
Urutaí	2010	604					 	249	 	 	106	299	 	 	 	13	32	 
Urutaí	2011	603						132			87	410				24	6	
Urutaí	2012	685						70			68	450				11	3	
Urutaí	2013	743						120			87	467				5		
Urutaí	2014							363			91	441				10		
Urutaí	2015							1384			111	426				6		
Urutaí	2016							859			100	474						
Urutaí	2017							529			85	433				7		
Urutaí	2018						0	588	0	0	79	479	0	0	0	21	0	0
Valparaíso de Goiás	2002				511						5268			893	3667	634		719
Valparaíso de Goiás	2003				1461						5111			932	4068	872		629
Valparaíso de Goiás	2004				2113					317	5540			808	3581	1004		472
Valparaíso de Goiás	2005				2824					501	5147			731	3173	1307		242
Valparaíso de Goiás	2006				2926					146	5435			554	2712	1138		
Valparaíso de Goiás	2007				3146						5486			536	2001	895		111
Valparaíso de Goiás	2008				2334					308	4830			560	1544	858		80
Valparaíso de Goiás	2009				1563					317	4488			882	1517	759		135
Valparaíso de Goiás	2010				1649		 	 	 	713	4114	 	 	933	1740	801	 	84
Valparaíso de Goiás	2011				2247					885	4667			807	1994	567		96
Valparaíso de Goiás	2012				2124						4272			803	1688	796		
Valparaíso de Goiás	2013				1953					592	4500			972	1483	710		
Valparaíso de Goiás	2014									355	4698			684	1317	685		
Valparaíso de Goiás	2015							250		335	4833	58		822	1125	815	57	
Valparaíso de Goiás	2016							378		380	4917	113		914	1304	811	88	
Valparaíso de Goiás	2017							271			4376	162		833	1024	1203	77	
Valparaíso de Goiás	2018						0	294	0	543	4904	177	0	828	1051	1508	117	0
Varjão	2002										183				46			
Varjão	2003										176							
Varjão	2004										147							
Varjão	2005										153							
Varjão	2006										142							
Varjão	2007										166							
Varjão	2008										161							
Varjão	2009										175							
Varjão	2010						 	 	 	 	182	 	 	 	 	 	 	 
Varjão	2011										173							
Varjão	2012										156							
Varjão	2013										124							
Varjão	2014										141							
Varjão	2015										135							
Varjão	2016										120							
Varjão	2017										112							
Varjão	2018						0	0	0	0	129	0	0	0	0	0	0	0
Vianópolis	2002										557					164		
Vianópolis	2003										543					285		
Vianópolis	2004										557			3		285		
Vianópolis	2005										505			2		302		
Vianópolis	2006										535			10		233		
Vianópolis	2007										575			11		99		
Vianópolis	2008										573					95		
Vianópolis	2009										547					153		
Vianópolis	2010						 	 	 	 	545	 	 	 	10	190	 	 
Vianópolis	2011										463					127		
Vianópolis	2012										485					109		
Vianópolis	2013										422					108		
Vianópolis	2014										472					100		
Vianópolis	2015										532					90		
Vianópolis	2016										485					81		
Vianópolis	2017										400					72		
Vianópolis	2018						55	0	0	0	430	0	0	0	0	71	0	0
Vicentinópolis	2002		69								209							
Vicentinópolis	2003		61								274					112		
Vicentinópolis	2004		57								267				38	101		
Vicentinópolis	2005		57								273				78	71		
Vicentinópolis	2006										324				90	39		
Vicentinópolis	2007										335				98	57		
Vicentinópolis	2008										271				44	43		
Vicentinópolis	2009										285				24	47		
Vicentinópolis	2010						 	 	 	 	289	 	 	 	9	40	 	 
Vicentinópolis	2011										256					54		
Vicentinópolis	2012										271					39		
Vicentinópolis	2013										266					55		
Vicentinópolis	2014										268					62		
Vicentinópolis	2015										257					59		
Vicentinópolis	2016										256					30		
Vicentinópolis	2017										203					62		
Vicentinópolis	2018						0	0	0	0	260	0	0	0	0	79	0	0
Vila Boa	2002										185				33			
Vila Boa	2003										204				86			
Vila Boa	2004										247				158	125		
Vila Boa	2005										271				151	31		
Vila Boa	2006										299				112			
Vila Boa	2007										216				154			
Vila Boa	2008										220				160			
Vila Boa	2009										190				109			
Vila Boa	2010						 	 	 	 	223	 	 	 	93	 	 	 
